nodeId,timeUtc,aqi,pm1MassConcCalib[ug/m3],pm1MassConcRaw[ug/m3],pm1NumConcRaw[#/cm^3],pm2_5MassConcCalib[ug/m3],pm2_5MassConcRaw[ug/m3],pm2_5NumConcRaw[#/cm^3],pm10MassConcCalib[ug/m3],pm10MassConcRaw[ug/m3],pm10NumConcRaw[#/cm^3],no2ConcCalib[ppb],no2ConcRaw[ppb],pmCoarseMassConcRaw[ug/m3],so2ConcRaw[ppb],o3ConcRaw[ppb],coConcRaw[ppb],noConcRaw[ppb],noxConcRaw[ppb],pressure[kPa],dewPoint[degC],internalTemperature[degC],internalRelHumidity[%],tVocConc[ppb],eCo2Conc[ppb],latitude,longitude
A4ZTW82Y,2019-05-10T11:00:00.000Z,28,,5,,6.63,7.06,12.07,,9.44,12.11,,,,,,,,,,,29.64,50.91,,,5.532084,-0.214926
A4ZTW82Y,2019-05-10T09:00:00.000Z,26,,4.09,,6.19,6.24,11.19,,8.59,11.26,,,,,,,,,,,30.18,62.43,,,5.532084,-0.214926
A4ZTW82Y,2019-05-10T08:00:00.000Z,32,,5.53,,7.64,8.94,13.55,,11.06,13.59,,,,,,,,,,,29.93,62.64,,,5.532084,-0.214926
A4ZTW82Y,2019-05-10T07:00:00.000Z,34,,6.88,,8.21,10,15.61,,13.74,15.67,,,,,,,,,,,29.81,60.67,,,5.532084,-0.214926
A4ZTW82Y,2019-05-10T05:00:00.000Z,45,,9.88,,10.8,14.82,20.23,,19.88,20.41,,,,,,,,,,,29.21,48.88,,,5.532084,-0.214926
A4ZTW82Y,2019-05-10T04:00:00.000Z,54,,13.47,,13.61,20.06,26.05,,24.06,26.2,,,,,,,,,,,29.49,49.26,,,5.532084,-0.214926
A4ZTW82Y,2019-05-10T03:00:00.000Z,54,,13.02,,13.71,20.25,25.91,,28.04,26.1,,,,,,,,,,,29.4,49.93,,,5.532084,-0.214926
A4ZTW82Y,2019-05-10T02:00:00.000Z,45,,9.56,,10.78,14.79,20.53,,18.5,20.62,,,,,,,,,,,29.42,50.05,,,5.532084,-0.214926
A4ZTW82Y,2019-05-10T01:00:00.000Z,32,,6.06,,7.67,9,13.66,,12.94,13.75,,,,,,,,,,,29.45,50.25,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T23:00:00.000Z,19,,1.62,,4.65,3.38,6.54,,4.5,6.58,,,,,,,,,,,29.44,47.44,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T21:00:00.000Z,19,,1.76,,4.61,3.29,6.79,,4.29,6.83,,,,,,,,,,,29.49,47.85,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T20:00:00.000Z,18,,1.29,,4.23,2.59,6.08,,4.06,6.11,,,,,,,,,,,29.68,49.19,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T17:00:00.000Z,26,,4.59,,6.33,6.5,11.09,,8.59,11.14,,,,,,,,,,,30,48.54,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T16:00:00.000Z,28,,5.35,,6.69,7.18,12.64,,9.97,12.71,,,,,,,,,,,30.04,52.95,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T15:00:00.000Z,27,,5.24,,6.56,6.94,11.61,,8.41,11.65,,,,,,,,,,,30.43,50.41,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T14:00:00.000Z,27,,4.25,,6.45,6.73,11.16,,9.06,11.21,,,,,,,,,,,30.34,51.54,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T13:00:00.000Z,20,,2,,4.7,3.47,7.15,,4.94,7.2,,,,,,,,,,,30.2,53.23,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T12:00:00.000Z,25,,4.18,,5.9,5.71,10.61,,7.12,10.64,,,,,,,,,,,30.04,51.33,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T08:00:00.000Z,54,,14.79,,13.68,20.21,29.3,,27.32,29.42,,,,,,,,,,,30.83,68.35,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T07:00:00.000Z,65,,20.06,,18.72,29.59,40.32,,38.18,40.5,,,,,,,,,,,30.92,67.46,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T06:00:00.000Z,64,,19.8,,18.11,28.45,39.19,,33.84,39.3,,,,,,,,,,,30.8,71.03,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T05:00:00.000Z,60,,18.12,,16.32,25.12,34.62,,29.71,34.76,,,,,,,,,,,30.68,70.71,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T03:00:00.000Z,45,,10.4,,10.9,15.03,21.23,,19.14,21.35,,,,,,,,,,,30.88,69.65,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T02:00:00.000Z,39,,8.29,,9.24,11.93,17.45,,14.15,17.51,,,,,,,,,,,30.71,69.46,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T01:00:00.000Z,31,,6.12,,7.53,8.74,13.77,,10.82,13.82,,,,,,,,,,,30.54,68.53,,,5.532084,-0.214926
A4ZTW82Y,2019-05-09T00:00:00.000Z,30,,5.85,,7.24,8.21,12.84,,10.79,12.9,,,,,,,,,,,30.42,68.38,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T23:00:00.000Z,27,,4.82,,6.6,7,11.53,,9.65,11.59,,,,,,,,,,,30.27,67.53,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T22:00:00.000Z,26,,4.76,,6.19,6.24,11.33,,8.24,11.35,,,,,,,,,,,30.13,67.24,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T18:00:00.000Z,22,,2.72,,5.3,4.59,8.25,,7.75,8.3,,,,,,,,,,,29.37,64.97,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T17:00:00.000Z,20,,2.62,,4.86,3.76,7.58,,5.09,7.61,,,,,,,,,,,28.63,54.45,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T16:00:00.000Z,20,,1.76,,4.7,3.47,7.23,,5.41,7.27,,,,,,,,,,,28.75,43.59,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T15:00:00.000Z,20,,2.53,,4.78,3.61,7.45,,4.65,7.49,,,,,,,,,,,28.8,45.3,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T13:00:00.000Z,24,,3.47,,5.87,5.65,9.81,,8.29,9.87,,,,,,,,,,,29.34,46.77,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T12:00:00.000Z,26,,4.71,,6.34,6.53,11.93,,8.88,11.98,,,,,,,,,,,29.3,47.23,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T11:00:00.000Z,32,,6.31,,7.56,8.8,13.76,,11.04,13.84,,,,,,,,,,,29.06,46.72,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T10:00:00.000Z,36,,7.56,,8.76,11.03,16.48,,13.74,16.59,,,,,,,,,,,29.08,45.23,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T09:00:00.000Z,48,,11.76,,11.63,16.38,23.57,,19.71,23.66,,,,,,,,,,,29.35,44.74,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T08:00:00.000Z,56,,14.29,,14.65,22,29.17,,23.71,29.27,,,,,,,,,,,29.56,46.53,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T07:00:00.000Z,55,,15,,14.24,21.24,29.96,,24.82,30.05,,,,,,,,,,,29.96,49.74,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T06:00:00.000Z,53,,12.92,,12.9,18.75,26.04,,22.96,26.19,,,,,,,,,,,29.81,54.54,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T05:00:00.000Z,47,,10.68,,11.17,15.53,22.24,,19.59,22.36,,,,,,,,,,,29.97,55.95,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T04:00:00.000Z,48,,10.53,,11.55,16.24,22.07,,21.65,22.23,,,,,,,,,,,29.92,56.06,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T02:00:00.000Z,43,,9.62,,10.24,13.79,19.94,,18.18,20.05,,,,,,,,,,,29.89,55.75,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T01:00:00.000Z,42,,8.53,,9.97,13.29,18.81,,19.29,18.98,,,,,,,,,,,29.93,55.8,,,5.532084,-0.214926
A4ZTW82Y,2019-05-08T00:00:00.000Z,44,,10.24,,10.67,14.59,20.42,,18.35,20.53,,,,,,,,,,,29.96,55.79,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T23:00:00.000Z,38,,7.74,,9.11,11.68,17.09,,15.65,17.2,,,,,,,,,,,30.13,55.63,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T22:00:00.000Z,30,,5.76,,7.29,8.29,13.59,,11.26,13.66,,,,,,,,,,,29.95,56.11,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T20:00:00.000Z,28,,4.71,,6.83,7.44,12.5,,10.65,12.59,,,,,,,,,,,30.16,56.38,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T19:00:00.000Z,28,,4.47,,6.63,7.06,11.14,,10.53,11.22,,,,,,,,,,,30.07,56.56,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T18:00:00.000Z,27,,3.35,,6.47,6.76,9.9,,12.71,10.04,,,,,,,,,,,30.04,58.7,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T17:00:00.000Z,16,,1.12,,3.83,1.85,5.44,,2.91,5.46,,,,,,,,,,,30.09,48.74,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T16:00:00.000Z,16,,0.76,,3.91,2,4.93,,3.18,4.97,,,,,,,,,,,29.95,49.93,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T14:00:00.000Z,17,,1.35,,4.04,2.24,5.82,,4.71,5.86,,,,,,,,,,,29.55,49.25,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T12:00:00.000Z,21,,2.47,,4.95,3.94,8.14,,5.53,8.16,,,,,,,,,,,29.69,48.59,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T10:00:00.000Z,23,,3.59,,5.63,5.21,9.88,,7.74,9.93,,,,,,,,,,,30.04,50.78,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T09:00:00.000Z,33,,6.99,,7.91,9.44,15.45,,12.56,15.51,,,,,,,,,,,30.23,55.94,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T08:00:00.000Z,51,,12.24,,12.22,17.47,24.67,,23.65,24.83,,,,,,,,,,,30.44,66.65,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T07:00:00.000Z,51,,12.16,,12.21,17.45,24.64,,22.37,24.75,,,,,,,,,,,30.08,59.97,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T06:00:00.000Z,42,,10.32,,10.07,13.47,20.76,,16.06,20.81,,,,,,,,,,,30.02,57.7,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T05:00:00.000Z,41,,8.47,,9.75,12.88,18.66,,15.94,18.76,,,,,,,,,,,30,57.8,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T04:00:00.000Z,26,,4.71,,6.28,6.41,11.28,,8.35,11.34,,,,,,,,,,,29.95,58.31,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T03:00:00.000Z,24,,3.76,,5.68,5.29,9.27,,7.94,9.34,,,,,,,,,,,29.92,57.46,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T02:00:00.000Z,22,,3,,5.27,4.53,8.76,,7.12,8.82,,,,,,,,,,,29.92,57.96,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T01:00:00.000Z,21,,2.43,,5,4.02,7.76,,5.94,7.8,,,,,,,,,,,29.92,56.58,,,5.532084,-0.214926
A4ZTW82Y,2019-05-07T00:00:00.000Z,20,,2.03,,4.73,3.53,7.16,,4.74,7.2,,,,,,,,,,,29.83,55.94,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T23:00:00.000Z,19,,2.31,,4.49,3.08,6.9,,4.53,6.92,,,,,,,,,,,29.81,56.54,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T21:00:00.000Z,20,,2.47,,4.7,3.47,6.8,,6.18,6.84,,,,,,,,,,,29.59,57.58,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T20:00:00.000Z,17,,1.35,,4.1,2.35,6.18,,3.21,6.19,,,,,,,,,,,29.49,57.1,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T19:00:00.000Z,17,,1.59,,4.17,2.47,5.88,,3.97,5.93,,,,,,,,,,,29.11,56.02,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T18:00:00.000Z,17,,1.62,,4.2,2.53,5.92,,4.82,5.96,,,,,,,,,,,28.71,53.66,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T17:00:00.000Z,26,,2.47,,6.15,6.18,8.35,,14.18,8.52,,,,,,,,,,,28.28,43.88,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T15:00:00.000Z,16,,1.47,,3.9,1.97,5.74,,2.82,5.76,,,,,,,,,,,28.75,44.36,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T13:00:00.000Z,26,,5.41,,6.31,6.47,12.46,,8.65,12.49,,,,,,,,,,,29.26,48.3,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T12:00:00.000Z,28,,5.47,,6.79,7.35,12.91,,8.79,12.94,,,,,,,,,,,29.5,48.36,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T11:00:00.000Z,31,,6.67,,7.55,8.78,14.59,,11.2,14.64,,,,,,,,,,,29.77,48.32,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T10:00:00.000Z,39,,8.65,,9.28,12,18.53,,14.97,18.59,,,,,,,,,,,30.28,52.62,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T09:00:00.000Z,47,,11.47,,11.33,15.82,24.07,,19.47,24.2,,,,,,,,,,,30.56,55.51,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T08:00:00.000Z,65,,20.76,,18.61,29.38,41.51,,35.47,41.69,,,,,,,,,,,30.99,73.1,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T07:00:00.000Z,64,,19.97,,18.18,28.58,39.89,,38.7,40.12,,,,,,,,,,,30.78,71.54,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T06:00:00.000Z,60,,17.76,,16.32,25.12,35.36,,31.59,35.5,,,,,,,,,,,30.59,71.29,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T05:00:00.000Z,58,,16.71,,15.47,23.53,32.33,,30,32.52,,,,,,,,,,,30.66,71.11,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T04:00:00.000Z,54,,13.94,,13.68,20.21,27,,25.91,27.14,,,,,,,,,,,30.63,70.96,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T03:00:00.000Z,52,,12.47,,12.49,17.99,24.41,,24.76,24.55,,,,,,,,,,,30.74,70.89,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T01:00:00.000Z,32,,6.06,,7.73,9.12,14.04,,10.29,14.1,,,,,,,,,,,30.62,70.76,,,5.532084,-0.214926
A4ZTW82Y,2019-05-06T00:00:00.000Z,28,,5.12,,6.66,7.12,12.03,,8.59,12.08,,,,,,,,,,,30.69,70.66,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T23:00:00.000Z,31,,6.25,,7.49,8.67,13.98,,10.73,14.03,,,,,,,,,,,30.58,70.73,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T22:00:00.000Z,36,,8.06,,8.57,10.68,17.22,,11.97,17.25,,,,,,,,,,,30.56,70.43,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T21:00:00.000Z,26,,5.06,,6.28,6.41,12.2,,8.88,12.23,,,,,,,,,,,30.56,70.3,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T20:00:00.000Z,25,,4,,5.9,5.71,10.49,,7.18,10.51,,,,,,,,,,,30.52,70.23,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T18:00:00.000Z,23,,4.05,,5.56,5.08,10.07,,7.58,10.11,,,,,,,,,,,30.59,69.16,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T17:00:00.000Z,25,,4.24,,5.93,5.76,10.88,,9.18,10.96,,,,,,,,,,,30.48,69.81,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T16:00:00.000Z,25,,4.24,,5.95,5.8,10.76,,7.55,10.81,,,,,,,,,,,30.5,68.62,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T15:00:00.000Z,25,,4.24,,5.9,5.71,11.06,,7.82,11.1,,,,,,,,,,,30.35,68.42,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T13:00:00.000Z,37,,8.71,,9,11.47,18.29,,13.71,18.34,,,,,,,,,,,30.29,68.35,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T12:00:00.000Z,43,,10.24,,10.32,13.94,21.87,,16.35,21.93,,,,,,,,,,,30.07,68.42,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T11:00:00.000Z,53,,14.06,,12.82,18.59,28.95,,21.94,29.06,,,,,,,,,,,29.97,68.61,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T10:00:00.000Z,59,,17.94,,15.97,24.47,34.09,,29.35,34.24,,,,,,,,,,,29.82,68.84,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T08:00:00.000Z,72,,23.19,,21.96,35.62,49.2,,52.71,49.61,,,,,,,,,,,29.24,69.07,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T07:00:00.000Z,66,,20.74,,19.33,30.72,42,,40.83,42.24,,,,,,,,,,,29.15,65.24,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T06:00:00.000Z,67,,21.64,,19.85,31.7,43.53,,42.29,43.84,,,,,,,,,,,29.04,65.51,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T05:00:00.000Z,63,,19.42,,17.76,27.79,38.04,,35.64,38.25,,,,,,,,,,,28.98,66.01,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T02:00:00.000Z,45,,11.24,,10.76,14.76,21.72,,18.41,21.79,,,,,,,,,,,29.06,65.6,,,5.532084,-0.214926
A4ZTW82Y,2019-05-05T01:00:00.000Z,54,,14.29,,13.32,19.53,27.33,,22.41,27.43,,,,,,,,,,,28.93,65.59,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T23:00:00.000Z,37,,8.29,,8.87,11.24,17.07,,14.35,17.14,,,,,,,,,,,29.23,63.97,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T22:00:00.000Z,40,,9.16,,9.5,12.41,19.2,,14.51,19.26,,,,,,,,,,,29.23,64.44,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T20:00:00.000Z,37,,8.47,,8.77,11.06,17.89,,12.94,17.93,,,,,,,,,,,29,64.59,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T18:00:00.000Z,23,,3.63,,5.5,4.96,9.32,,6.25,9.35,,,,,,,,,,,29.08,62.15,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T17:00:00.000Z,22,,3.47,,5.24,4.47,9.09,,5.94,9.12,,,,,,,,,,,29.09,62.05,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T15:00:00.000Z,24,,3.71,,5.78,5.47,10.05,,7.41,10.08,,,,,,,,,,,28.93,62.29,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T14:00:00.000Z,27,,4.47,,6.47,6.76,11.83,,7.82,11.86,,,,,,,,,,,29.04,61.55,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T13:00:00.000Z,29,,5.84,,6.9,7.56,13.42,,9.26,13.46,,,,,,,,,,,29.18,61.28,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T12:00:00.000Z,26,,4.41,,6.31,6.47,11.22,,7.94,11.27,,,,,,,,,,,29.23,63.56,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T11:00:00.000Z,25,,4.24,,5.93,5.76,10.08,,7.76,10.13,,,,,,,,,,,29.16,63.21,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T10:00:00.000Z,25,,4.15,,6.04,5.97,10.25,,8.41,10.31,,,,,,,,,,,29.24,65.24,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T09:00:00.000Z,20,,2,,4.7,3.47,6.56,,5.71,6.64,,,,,,,,,,,29.16,65.25,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T08:00:00.000Z,22,,3.18,,5.21,4.41,8.45,,6.82,8.49,,,,,,,,,,,29.11,65.76,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T06:00:00.000Z,33,,6.84,,8.04,9.69,15.54,,13.41,15.62,,,,,,,,,,,29.27,62.18,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T04:00:00.000Z,32,,6,,7.7,9.06,13.5,,11.06,13.57,,,,,,,,,,,29.14,61.75,,,5.532084,-0.214926
A4ZTW82Y,2019-05-04T00:00:00.000Z,24,,4,,5.81,5.53,9.47,,7.24,9.53,,,,,,,,,,,29.11,60.64,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T23:00:00.000Z,24,,3.94,,5.78,5.47,9.79,,7.82,9.84,,,,,,,,,,,29.13,59.57,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T20:00:00.000Z,23,,4,,5.52,5,9.52,,5.71,9.54,,,,,,,,,,,29.03,59.8,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T19:00:00.000Z,21,,3,,5.08,4.18,8.07,,4.94,8.09,,,,,,,,,,,29.07,57.05,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T18:00:00.000Z,27,,4.71,,6.47,6.76,11.22,,8.47,11.27,,,,,,,,,,,29.2,57.19,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T17:00:00.000Z,23,,3.25,,5.6,5.14,9.03,,7.1,9.09,,,,,,,,,,,29.63,54.56,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T16:00:00.000Z,22,,3.24,,5.27,4.53,8.55,,7.82,8.61,,,,,,,,,,,29.45,54.67,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T15:00:00.000Z,22,,2.76,,5.27,4.53,7.75,,7.24,7.82,,,,,,,,,,,29.11,53.46,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T13:00:00.000Z,21,,3.24,,5.02,4.06,8.73,,5.94,8.78,,,,,,,,,,,28.72,50,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T12:00:00.000Z,27,,4.76,,6.44,6.71,11.81,,9.12,11.85,,,,,,,,,,,28.81,53.22,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T10:00:00.000Z,34,,6.92,,8.09,9.78,15.09,,12.73,15.16,,,,,,,,,,,29.75,52.1,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T09:00:00.000Z,41,,8.67,,9.72,12.82,18.6,,16.98,18.7,,,,,,,,,,,30.19,56.55,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T07:00:00.000Z,47,,11.24,,11.4,15.94,23.07,,19.71,23.18,,,,,,,,,,,30.71,64.66,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T06:00:00.000Z,37,,7.59,,8.77,11.06,16.82,,14.76,16.91,,,,,,,,,,,30.72,69.28,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T04:00:00.000Z,28,,5.31,,6.8,7.39,12.28,,10.04,12.35,,,,,,,,,,,30.85,69.02,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T03:00:00.000Z,31,,6.16,,7.54,8.76,13.94,,11.73,14.03,,,,,,,,,,,30.71,68.31,,,5.532084,-0.214926
A4ZTW82Y,2019-05-03T02:00:00.000Z,35,,7.07,,8.37,10.3,15.58,,12.3,15.63,,,,,,,,,,,30.68,67.91,,,5.532084,-0.214926
A4ZTW82Y,2019-05-02T23:00:00.000Z,21,,2.67,,5,4.02,8.19,,5.44,8.23,,,,,,,,,,,30.67,66.31,,,5.532084,-0.214926
A4ZTW82Y,2019-05-02T22:00:00.000Z,20,,2.93,,4.74,3.53,7.74,,4.23,7.77,,,,,,,,,,,30.54,65.9,,,5.532084,-0.214926
A4ZTW82Y,2019-05-02T21:00:00.000Z,20,,2.58,,4.81,3.66,7.99,,5.63,8.03,,,,,,,,,,,30.36,65.44,,,5.532084,-0.214926
A4ZTW82Y,2019-05-02T20:00:00.000Z,23,,3.77,,5.52,5,9.84,,7.29,9.88,,,,,,,,,,,30.16,65.23,,,5.532084,-0.214926
A4ZTW82Y,2019-05-02T19:00:00.000Z,27,,5,,6.6,7,12.15,,8.47,12.21,,,,,,,,,,,29.99,64.59,,,5.532084,-0.214926
A4ZTW82Y,2019-05-02T08:00:00.000Z,55,,14.24,,13.96,20.71,29.33,,26.52,29.49,,,,,,,,,,,30.71,60.87,,,5.532084,-0.214926